,TIMESTAMP,I_RIP_X,I_RIP_Y,S_RIP_X,S_RIP_Y,S_RIP_Z,I_RCP_X,I_RCP_Y,S_RCP_X,S_RCP_Y,S_RCP_Z,S_RCO_A,S_RCO_B,S_RCO_G,S_RC_STEER,S_RC_TLV_X,S_RC_TLV_Y,S_RC_TLV_Z,S_RC_TAV_X,S_RC_TAV_Y,S_RC_TAV_Z
0,0.01,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,467.762972161,258.676512067,4.11818659182,-0.0424271358161,0.0,0.00395667665706,0.0569726418683,3.03786285737,0.0,0.110776304545,-0.013690034614,0.0,0.0,0.0,-0.107548832931
1,0.03,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,467.704650013,258.656137118,4.11704970785,-0.0420299633197,0.0,0.000218379280416,0.061596836282,3.03647520221,0.0,0.117205455999,-0.0275219294242,0.0,0.0,0.0,-0.116621739331
2,0.04,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,467.643172115,258.626705119,4.11585130828,-0.0414562401314,0.0,-0.00518363018868,0.0651058637607,3.03487040336,0.0,0.1252225155,-0.0442405141439,0.0,0.0,0.0,-0.126286351202
3,0.07,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,467.578026613,258.586474981,4.11458141546,-0.0406720269125,0.0,-0.0125554826744,0.0672989285551,3.03300842846,0.0,0.134662042387,-0.0641692770732,0.0,0.0,0.0,-0.137436500752
4,0.08,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,467.509247427,258.535203702,4.11324069058,-0.0396725867893,0.0,-0.0219252425723,0.0681604337124,3.03088989731,0.0,0.144180260892,-0.0845030102896,0.0,0.0,0.0,-0.148446988132
5,0.08,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,467.403799665,258.55586782,4.11118517865,-0.0400753961044,0.0,-0.0185904858916,0.0586518584799,3.02930500767,0.0,0.199863576946,0.0629965898437,0.0,0.0,0.0,-0.179943541944
6,0.1,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,467.301928617,258.574287325,4.10919938824,-0.0404344507733,0.0,-0.0153225013205,0.0492853123071,3.02783847093,0.0,0.19330960492,0.0580905325219,0.0,0.0,0.0,-0.164275777844
7,0.11,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,467.210797694,258.590958925,4.10742295699,-0.0407594332269,0.0,-0.0114210162796,0.0401209445686,3.02692707761,0.0,0.172814265728,0.0525491366738,0.0,0.0,0.0,-0.10849318088
8,0.11,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,467.119682921,258.613746556,4.10564684057,-0.041203636573,0.0,-0.00526356794552,0.0299078841692,3.02626303688,0.0,0.171417082577,0.0645331527257,0.0,0.0,0.0,-0.0879576122783
9,0.12,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,467.02664829,258.639994262,4.1038333,-0.0417152877568,0.0,0.0031202975465,0.0184157012042,3.02555071045,0.0,0.174320315466,0.0717752877113,0.0,0.0,0.0,-0.0914846490192
10,0.13,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,466.909107527,258.599866444,4.10154205705,-0.0409330690758,0.0,0.00229471475468,-0.00104615742507,3.02603904836,0.0,0.236641732316,-0.0512368356763,0.0,0.0,0.0,0.0500849848954
11,0.14,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,466.831530147,258.533558096,4.10002982743,-0.0396405087027,0.0,-0.00564115866825,-0.0125177932378,3.02696733318,0.0,0.165087301178,-0.111105571823,0.0,0.0,0.0,0.0877316606278
12,0.16,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,466.747679435,258.496231328,4.09839531062,-0.0389128913802,0.0,-0.0125113358113,-0.0228754146471,3.02753283056,0.0,0.170677401684,-0.0536675241238,0.0,0.0,0.0,0.0444355581481
13,0.18,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,466.67397686,258.676821994,4.09695861326,-0.0424331772763,0.0,0.0258309894588,-0.00501349077311,3.02163641278,0.0,0.113503311757,0.236631374916,0.0,0.0,0.0,-0.333540848044
14,0.2,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,466.597091188,258.783180804,4.09545986722,-0.0445064484214,0.0,0.0485123414962,0.00319841436803,3.0182603309,0.0,0.123959303155,0.22426278578,0.0,0.0,0.0,-0.335549977917
15,0.21,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,466.475716138,258.788958946,4.09309388184,-0.0446190827726,0.0,0.0590981006434,0.00440806509024,3.01497541069,0.0,0.233643292849,0.0409450621664,0.0,0.0,0.0,-0.332524136184
16,0.24,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,466.352940778,258.790861632,4.09070059996,-0.0446561721544,0.0,0.0686019959636,0.00503499154907,3.01165241956,0.0,0.237121612334,0.0346378447208,0.0,0.0,0.0,-0.336787439579
17,0.27,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,466.227868596,258.78687328,4.08826254572,-0.0445784265156,0.0,0.0765410030239,0.0047783117976,3.00829164237,0.0,0.242922071232,0.0246246446836,0.0,0.0,0.0,-0.339974909351
18,0.28,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,466.101874707,258.604173854,4.08580652451,-0.0410170341893,0.0,0.0646122706215,-0.00233421319152,2.99875602454,0.0,0.292885950819,-0.318482680518,0.0,0.0,0.0,-0.952452897823
19,0.28,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,465.978442169,258.421922882,4.08340043214,-0.0374643836712,0.0,0.0527142168729,-0.00946784786505,2.9892970876,0.0,0.290765837548,-0.315367047066,0.0,0.0,0.0,-0.952922069648
20,0.31,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,465.856640595,258.238801839,4.08102613246,-0.0338947726903,0.0,0.0408287794527,-0.0166410524851,2.97993334693,0.0,0.290818364704,-0.314780494425,0.0,0.0,0.0,-0.951896881035
21,0.32,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,465.736487246,258.054864802,4.07868396191,-0.0303092554056,0.0,0.0289561057279,-0.023852858399,2.97066334397,0.0,0.290805595552,-0.314149285406,0.0,0.0,0.0,-0.951044809805
22,0.33,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,465.617998947,257.870163701,4.07637424848,-0.0267088440828,0.0,0.0170961255537,-0.0311022453302,2.96148569448,0.0,0.290727552902,-0.313477966082,0.0,0.0,0.0,-0.950356918636
23,0.35,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,465.501192122,257.684748935,4.07409731232,-0.0230945211458,0.0,0.00524861001087,-0.0383881481197,2.95239908135,0.0,0.290584043683,-0.312770046596,0.0,0.0,0.0,-0.949825352359
24,0.36,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,465.386082802,257.498669837,4.07185346593,-0.0194672482804,0.0,-0.00658678463901,-0.0457094636544,2.94340224677,0.0,0.290374810634,-0.312028099899,0.0,0.0,0.0,-0.949443260201
25,0.37,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,465.272686609,257.311975028,4.06964301382,-0.0158279732597,0.0,-0.0184104841613,-0.0530650576739,2.93449398452,0.0,0.290099716646,-0.311253953756,0.0,0.0,0.0,-0.949204702631
26,0.38,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,465.257859693,257.300510004,4.06935399012,-0.0156044835182,0.0,-0.00848975723171,-0.0438849631815,2.92728643136,0.0,0.0335155397755,-0.0149511438216,0.0,0.0,0.0,-0.672981130046
27,0.41,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,465.243416965,257.288685186,4.06907245547,-0.0153739802407,0.0,0.0013474725479,-0.0345896129562,2.92031062797,0.0,0.0330453532465,-0.0157335796611,0.0,0.0,0.0,-0.65899327805
28,0.43,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,465.257362246,257.155657216,4.0693442933,-0.0127808424222,0.0,-0.00999257492335,-0.0172409150579,2.91844431471,0.0,0.0305538178981,-0.258788202063,0.0,0.0,0.0,-0.215849943767
29,0.47,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,465.221536791,257.144056684,4.06864594134,-0.0125547111826,0.0,-0.00617539285562,0.00699751452264,2.91542915262,0.0,0.0733038609479,-0.00562552538304,0.0,0.0,0.0,-0.299374177639
30,0.49,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,465.054607893,257.111445095,4.06539196673,-0.0119190076905,0.0,-0.00082469065994,-0.00214809973985,2.91196695374,0.0,0.331749220561,0.0118751094031,0.0,0.0,0.0,-0.347807752004
31,0.5,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.894171057,257.079838144,4.06226454301,-0.0113028877917,0.0,0.00454181314942,-0.0109590400208,2.90867680976,0.0,0.318666676947,0.0119823529167,0.0,0.0,0.0,-0.325497692347
32,0.51,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.733566031,257.047672193,4.05913384076,-0.0106758712166,0.0,0.00990977904535,-0.01976305075,2.90532614417,0.0,0.319189277645,0.0120605801812,0.0,0.0,0.0,-0.326821318101
33,0.53,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.572814855,257.014961065,4.05600028957,-0.0100382273932,0.0,0.0152812716239,-0.0285595714707,2.90191710325,0.0,0.319666008619,0.0121772763733,0.0,0.0,0.0,-0.327927261541
34,0.54,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.411936963,256.981715534,4.05286426829,-0.00939016635445,0.0,0.0206581411526,-0.0373481328112,2.89845130337,0.0,0.320103001732,0.0123271129476,0.0,0.0,0.0,-0.328864421467
35,0.55,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.250949789,256.947943877,4.04972611675,-0.00873184944974,0.0,0.0260420613801,-0.0461283270061,2.89492993557,0.0,0.320505129043,0.0125054723595,0.0,0.0,0.0,-0.329671801651
36,0.57,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.089869232,256.913652328,4.04658614487,-0.00806339821313,0.0,0.0314345611664,-0.0548997863428,2.89135384898,0.0,0.320876183138,0.012708609164,0.0,0.0,0.0,-0.330380510343
37,0.57,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.212654826,256.77136462,4.04897962624,-0.00528975867432,0.0,-0.00536253803619,-0.0329701696106,2.87748129264,0.0,-0.0184188206588,-0.243200417244,0.0,0.0,0.0,-1.15176995808
38,0.58,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.249205704,256.661312353,4.04969211898,-0.00314449031536,0.0,-0.0295934344428,-0.020705716372,2.86679439432,0.0,-0.0128023180376,-0.224563303359,0.0,0.0,0.0,-1.13372931235
39,0.59,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.28890969,256.553705786,4.05046607582,-0.00104689640877,0.0,-0.0538994420105,-0.00853641727887,2.85583982191,0.0,-0.0174781749602,-0.221648704476,0.0,0.0,0.0,-1.13100841363
40,0.6,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.331549221,256.448772431,4.05129725578,0.000998588094592,0.0,-0.0782809047685,0.00352853834204,2.84461537775,0.0,-0.0218792321676,-0.218323461039,0.0,0.0,0.0,-1.12856177266
41,0.62,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.26235229,256.507070432,4.04994838771,-0.000137825178933,0.0,-0.0766133707857,0.00394063835737,2.83636344766,0.0,0.0947455151557,0.149142060535,0.0,0.0,0.0,-0.825964658142
42,0.64,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.20805609,256.566882812,4.04888998226,-0.00130375851467,0.0,-0.0737137009341,0.00448696799494,2.82892514667,0.0,0.0650082743196,0.143585425113,0.0,0.0,0.0,-0.744952067174
43,0.65,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.162509528,256.624624605,4.04800213504,-0.00242932953275,0.0,-0.0701296607055,0.0049784523901,2.82179921632,0.0,0.0491052657887,0.134839282853,0.0,0.0,0.0,-0.714223443724
44,0.69,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.121791906,256.685376744,4.04720841923,-0.00361358175927,0.0,-0.0645528306825,0.00476488551335,2.8150723506,0.0,0.037546887181,0.137685190874,0.0,0.0,0.0,-0.675429905057
45,0.69,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.081781434,256.746475164,4.04642848799,-0.00480458409241,0.0,-0.0568388874844,0.00340750710805,2.80840246352,0.0,0.0352347665772,0.138063726668,0.0,0.0,0.0,-0.670169853092
46,0.7,469.071262994,257.900876011,4.14368933712,-0.0273075245883,0.5,464.04242576,256.806287366,4.04566132085,-0.00597051395933,0.0,-0.0471200288941,0.000911282315238,2.80169262672,0.0,0.0340654615632,0.135445180716,0.0,0.0,0.0,-0.673111383489
