,TIMESTAMP,ROS_TIMESTAMP,I_RIP_X,I_RIP_Y,S_RIP_X,S_RIP_Y,S_RIP_Z,I_RCP_X,I_RCP_Y,S_RCP_X,S_RCP_Y,S_RCP_Z,S_RCO_A,S_RCO_B,S_RCO_G,S_RC_T_STEER,S_RC_T_LV_X,S_RC_TLV_X,S_RC_TLV_Y,S_RC_TLV_Z,S_RC_TAV_X,S_RC_TAV_Y,S_RC_TAV_Z,S_RCS_FLW,S_RCS_FRW,S_RCS_BLW,S_RCS_BRW,S_RCS_BL,S_RPW,S_REN
0,0.0,343446000000,427.56537177311191,283.94249669986186,3.3346076369027671,-0.53494145613765909,0.5,427.7597712780873,280.6538497908482,3.3383971009373754,-0.47083527857403873,0.3092807346966265,-0.00795901256555895,0.08044403182931531,2.060296531893086,-1.7,0.0,-0.041944252913959326,0.08726943280203231,-0.03585668543067492,-0.18649221645851385,-0.4071589333108097,-0.2664465307380607,False,True,True,False,False,24.37700080871582,10767.548828125
1,0.009,343455000000,427.56537177311191,283.94249669986186,3.3346076369027671,-0.53494145613765909,0.5,427.7508870693848,280.61578088353815,3.3382239194811856,-0.47009319461087956,0.3093017108690477,-0.010138629631618256,0.08447853411481375,2.0567438110810583,-1.7,0.0,-0.010197084272059287,0.09846807039981093,-0.04395508114747275,-0.23244140687353415,-0.45456388477736304,-0.2829791209230279,False,True,True,False,False,29.14860725402832,10767.83984375
2,0.018,343464000000,427.56537177311191,283.94249669986186,3.3346076369027671,-0.53494145613765909,0.5,427.74796624148723,280.56421603562626,3.338166983264858,-0.469088031883554,0.3087668143278145,-0.014035615315277566,0.08677298128668352,2.0532493879623797,-1.7,0.0,-0.06379862668325713,0.1135222427527054,-0.06909970256636462,-0.010931486248520021,-0.18072513168343246,-0.3951380332482483,True,True,False,False,False,33.67085266113281,10768.1767578125
3,0.03,343476000000,427.56537177311191,283.94249669986186,3.3346076369027671,-0.53494145613765909,0.5,427.69750932371187,280.5087537279549,3.3371834176162176,-0.4680068952817726,0.3080842909315015,-0.015374148082638275,0.08536129764152574,2.045740188514182,-1.7,0.0,-0.09921133380380467,0.06780594346628026,-0.07509593153626992,0.130718175997867,0.080470091438788,-0.6990406552372475,True,True,False,False,False,33.325416564941406,10768.509765625
4,0.039,343485000000,427.56537177311191,283.94249669986186,3.3346076369027671,-0.53494145613765909,0.5,427.64892805131745,280.4905508371182,3.336236414255702,-0.46765206310171903,0.3075584778198942,-0.015779311096758272,0.0826552499571779,2.038230531465505,-1.7,0.0,-0.108050572616758,0.024520672731666127,-0.08506826979582845,0.2346123931825488,0.11590752363585666,-0.849603010746753,True,True,False,False,False,32.24733352661133,10768.83203125
5,0.048,343494000000,427.56537177311191,283.94249669986186,3.3346076369027671,-0.53494145613765909,0.5,427.5994937481107,280.4857009255692,3.3352727826142434,-0.46755752291557745,0.3070811191708984,-0.016094267338920578,0.0791956956835498,2.0300577704699347,-1.7,0.0,-0.07217347862619075,0.013937037016604509,-0.05600175723340587,0.16794788835042784,0.09523070486909155,-0.8054439530955859,True,True,True,False,False,53.13209533691406,10769.36328125
6,0.06,343506000000,427.56537177311191,283.94249669986186,3.3346076369027671,-0.53494145613765909,0.5,427.5868746082886,280.4507110733439,3.335026795483209,-0.4668754595193738,0.30685385289048317,-0.01571594434364573,0.0777467603612619,2.0226139267388477,-1.7,0.0,-0.002885130770607029,0.07560119750153549,-0.03195673070484495,-0.009534745925898737,0.10555622578988307,-0.5260938836619724,True,True,True,False,False,31.05605697631836,10769.673828125
7,0.069,343515000000,427.56537177311191,283.94249669986186,3.3346076369027671,-0.53494145613765909,0.5,427.58790708592045,280.40823454402357,3.335046921752836,-0.4660474569985108,0.3066287227604079,-0.014738540776569945,0.07700204394982774,2.018097876691104,-1.7,0.0,0.003759183041222254,0.09809117481395133,-0.03797064151852972,-0.020233658122165057,0.15944135509704332,-0.4875644216671915,True,True,True,False,False,29.953168869018555,10769.9736328125
8,0.078,343524000000,427.56537177311191,283.94249669986186,3.3346076369027671,-0.53494145613765909,0.5,427.5905777504867,280.3599928391714,3.335098981490969,-0.46510707288833086,0.30638218282412794,-0.013556274652405874,0.07614548394785821,2.013575564657463,-1.7,0.0,0.002424139256555803,0.10865917928899702,-0.043102959590910234,-0.009570579739423296,0.194881167998658,-0.4924704964999891,True,True,True,False,False,30.383304595947266,10770.27734375
9,0.09,343536000000,427.56537177311191,283.94249669986186,3.3346076369027671,-0.53494145613765909,0.5,427.59567769563705,280.2904020962491,3.3351983956264535,-0.4637505281919906,0.3061034857601284,-0.011830748504293023,0.07517592199452461,2.0069760812741633,-1.7,0.0,-0.002421505000824789,0.12994142209084042,-0.047648158225076606,0.019432923064013324,0.23238363303605666,-0.5167275466059229,True,True,True,False,False,28.037084579467773,10770.5576171875
