,TIMESTAMP,ROS_TIMESTAMP,I_RIP_X,I_RIP_Y,S_RIP_X,S_RIP_Y,S_RIP_Z,I_RCP_X,I_RCP_Y,S_RCP_X,S_RCP_Y,S_RCP_Z,S_RCO_A,S_RCO_B,S_RCO_G,S_RC_T_STEER,S_RC_T_LV_X,S_RC_TLV_X,S_RC_TLV_Y,S_RC_TLV_Z,S_RC_TAV_X,S_RC_TAV_Y,S_RC_TAV_Z,S_RCS_FLW,S_RCS_FRW,S_RCS_BLW,S_RCS_BRW,S_RCS_BL,S_RPW,S_REN
0,0.0,348336000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,24.15102959977425,269.7743168037244,-4.529219695910833,-0.25875861215837026,-0.0030978488163198314,-0.05428183819306352,0.08669929783725265,2.1871841114055823,-1.7,0.0,0.03522516106708925,0.027689325893157285,-0.04332390869019361,1.0053123322895219,0.068764473755049,-0.6007625729295509,True,False,False,True,False,28.70404052734375,9694.708984375
1,0.009,348345000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,24.165038028018497,269.7606606054626,-4.528946627134142,-0.2584924094632079,-0.0032455652906042687,-0.05880445265981448,0.07874318791392872,2.1813463973310956,-1.7,0.0,0.04370041935184195,0.03267712101145909,-0.03813518399936214,1.02281230577861,0.04599092223391119,-0.5849589823747912,True,False,False,True,False,27.1877384185791,9694.98046875
2,0.018,348354000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,24.17305341446969,269.74642568364226,-4.528790381784217,-0.258214925607062,-0.0034697122087034016,-0.06267972193888238,0.07034936930126685,2.17568131275209,-1.7,0.0,0.013645990323266334,0.030236540136320295,-0.06045339784266071,1.0053994935747455,0.20762377187753434,-0.5845198957426853,True,False,False,False,False,6.559795379638672,9695.0458984375
3,0.03,348366000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,24.14045053499735,269.7302749162496,-4.529425915497128,-0.2579000958333253,-0.004955093147885392,-0.06396591293169761,0.057068592701233815,2.168305638955114,-1.7,0.0,-0.06954150047463106,0.0265035288489279,-0.16429511629915608,0.9689426455138278,0.6213794205701014,-0.6160557662377681,True,False,False,False,False,5.0096211433410645,9695.095703125
4,0.039,348375000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,23.92713618609264,269.7999655258279,-4.533584089939715,-0.2592585872481069,-0.0063411312113366425,-0.04647024746713974,0.041804704548131434,2.169602462531095,-1.7,0.0,-0.11203056915002044,0.031511932819323796,-0.24470068350400934,0.9752152782663169,0.8139469928444126,-0.6215378946910654,False,False,False,False,False,0.006793643347918987,9695.095703125
5,0.048,348384000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,23.87567258231133,269.78504241066184,-4.534587279097245,-0.2589676883169955,-0.009061236162056063,-0.04535495853625332,0.030419125038091105,2.1640492632240997,-1.7,0.0,-0.11094778300737171,0.03293429570869813,-0.3303856357009134,0.9784782615929939,0.8119108804724506,-0.6214550791238086,False,False,False,False,False,0.004201296251267195,9695.095703125
6,0.06,348396000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,23.8079115334762,269.76417295240634,-4.535908157242179,-0.2585608762652304,-0.013888368116949296,-0.04382297266938582,0.015231828933949386,2.1566284935973568,-1.7,0.0,-0.10928877122574299,0.03469038192462234,-0.4447276398232014,0.9824896255943326,0.8083585245610857,-0.6212078143678077,False,False,False,False,False,0.002556498860940337,9695.095703125
7,0.069,348405000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,23.729708720455726,269.7489872317301,-4.537432578548621,-0.25826485831832535,-0.01811272825266569,-0.0391580869817888,0.001895501657434962,2.1508779417623662,-1.7,0.0,-0.2099245977214661,0.03276770559610709,-0.4693320724606801,0.9322529315041591,1.5797755657659167,-0.6614297733644552,True,False,False,False,False,0.8035656809806824,9695.103515625
8,0.078,348414000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,23.820606159518853,269.69958198411604,-4.535660698644857,-0.257301793062691,-0.008831779320846389,-0.08386897701775842,0.014901655957124242,2.147620718747948,-1.7,0.0,-0.07139671066012476,0.07740975209162129,-0.05631460404222564,0.25505107648493475,0.1994083098266124,-0.25092016300182435,True,False,True,False,False,36.45402908325195,9695.4677734375
9,0.09,348426000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,23.68665841414815,269.6570372539775,-4.538271765806079,-0.2564724610911782,-0.00983640944372749,-0.0742735001660959,0.005990047265612601,2.144508338987041,-1.7,0.0,-0.1512618841303787,0.08019534504309916,-0.15946154547084704,0.24781194741867385,0.5992490544221997,-0.28246392978025403,True,False,False,False,False,7.586833477020264,9695.5439453125
10,0.099,348435000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,23.613157965788723,269.62038016447775,-4.5397045230840405,-0.2557578979430363,-0.011470207984554115,-0.06889731607305728,0.0017175572501433455,2.1422732408422522,-1.7,0.0,-0.14211844051835543,0.07739884636409912,-0.18580172002557782,-0.08247565704803021,0.7551173444275956,-0.18935740906782114,True,False,True,False,False,23.304759979248047,9695.77734375
11,0.108,348444000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,23.556043864375997,269.58222201615683,-4.54081785839423,-0.25501407438902235,-0.013331165071913398,-0.061589914931532284,-0.0001237697435826249,2.141225123993912,-1.7,0.0,-0.12060280403220905,0.08734536130535714,-0.22069964445757648,-0.3246557730143854,0.829645941595026,-0.09128609254213207,True,False,True,False,False,15.484969139099121,9695.9326171875
12,0.12,348456000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,23.477588480756655,269.52397210478193,-4.542347203104159,-0.25387859853376193,-0.016303941997169336,-0.04800522271921166,-0.0011023113194013826,2.1402655323866724,-1.7,0.0,-0.1285121829236511,0.10680053937809048,-0.2810177530027431,-0.5235024543935171,1.0453303543502566,-0.03996385969391042,True,False,True,False,False,14.052248001098633,9696.0732421875
13,0.129,348465000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,23.4146091742083,269.93090760413855,-4.543574869898474,-0.2618110644081593,-0.015032522376122986,-0.03504641606932008,0.02626534532123751,2.1092686152858255,-1.7,0.0,-0.11504049604591249,0.012356848994416997,-0.13011790914539223,-0.7873422711364427,0.4924164383593366,-0.6242094076709489,True,False,False,False,False,34.924400329589844,9696.4228515625
14,0.138,348474000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,23.3933200607358,269.9870908009707,-4.543989862363825,-0.26290625343022855,-0.005440818752452059,-0.07605014152084066,0.05284599828130603,2.1128063455232304,-1.7,0.0,0.018982326954257292,0.06653260397827737,-0.08426642439973983,-0.4914473255069818,-0.4341123953708568,-0.40533319945209956,False,False,False,False,False,4.018085479736328,9696.462890625
15,0.15,348486000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,23.00264970410932,270.1231489356792,-4.551605268925744,-0.26555845878516965,-0.004381150351077223,-0.031278071589610705,0.04262182492592396,2.1272678647558028,-1.7,0.0,-0.16474884116293634,0.09720339014451512,-0.127880184785319,-0.3077051103042483,0.7131357785550954,-0.4173842369967835,True,False,False,False,False,25.425241470336914,9696.716796875
16,0.159,348495000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,22.84192128756188,270.12865983905397,-4.554738376460782,-0.2656658838022221,-0.004965298172195487,-0.012338889746622507,0.036648271339073155,2.128666036383447,-1.7,0.0,-0.2136022629464214,0.11641969751959207,-0.16774392968674123,-0.19324427714250678,1.1649513120271937,-0.46918202834507317,True,False,False,False,False,5.780458450317383,9696.7744140625
17,0.168,348504000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,22.73526289397784,270.0782508239864,-4.556817487446826,-0.2646832519295597,-0.006811690492872502,-0.001078713486264794,0.03171912902748362,2.1251352615463883,-1.7,0.0,-0.22624569595470512,0.12133057184398227,-0.2437037225849443,-0.16821811289251382,1.2666675631870181,-0.47702119393386705,False,False,False,False,False,0.007642444223165512,9696.7744140625
18,0.18,348516000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,22.595361663764383,270.00304164228834,-4.559544606944164,-0.2632171860095192,-0.010598554323416526,0.012941197657341481,0.025440933021147936,2.119839839290885,-1.7,0.0,-0.2277647941828099,0.12296148221915319,-0.3579988198637159,-0.1653855863559026,1.2698138927290423,-0.4735299850921334,False,False,False,False,False,0.007421548943966627,9696.7744140625
19,0.189,348525000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,22.824403877016586,269.90088981542493,-4.555079846451918,-0.2612259223279709,-0.0016671566116431558,-0.07169523517498669,0.06426922456361629,2.1099953308900377,-1.7,0.0,-0.1755158375814016,0.0889496628417461,-0.19970077168637135,-0.147531370063762,0.4138615941402305,-0.47884227505542637,True,False,False,False,False,0.9724723100662231,9696.7841796875
20,0.198,348534000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,22.733325081705132,269.86316543234005,-4.556855261565202,-0.2604905542366482,-0.003739749766201894,-0.06563921243071225,0.06256613632123494,2.106218729174788,-1.7,0.0,-0.1988513089412412,0.0809211948606566,-0.2471194016026715,-0.18626002174068626,0.7544195303333454,-0.46184756742638494,True,False,False,False,False,0.2688968777656555,9696.787109375
21,0.21,348546000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,22.60523386132067,269.81284475331694,-4.559352166445991,-0.2595096443141699,-0.00710959432117117,-0.053775458945670804,0.058219100328449076,2.101192850263401,-1.7,0.0,-0.2059236848161967,0.08344784042901539,-0.31824668172599413,-0.18446795003812988,1.058515198307601,-0.48288410249215885,True,False,False,False,False,0.277103066444397,9696.7900390625
22,0.219,348555000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,22.506625885653,269.77506057503837,-4.561274349207544,-0.25877311062452996,-0.010199522671545086,-0.04280055348811373,0.05386048218911417,2.0973999722506114,-1.7,0.0,-0.21378448263143707,0.08071516532934307,-0.37240042187809286,-0.2009062580831977,1.2892888611207403,-0.4815928748506501,True,False,False,False,False,0.23809118568897247,9696.7919921875
23,0.228,348564000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,22.404003556221024,269.7389361691744,-4.563274784479122,-0.25806893117299023,-0.013792400263268445,-0.02999619661392991,0.04869366354766966,2.0937023875947505,-1.7,0.0,-0.22276087065645406,0.07724755662218466,-0.4268473788874211,-0.22004909860716032,1.518585657863874,-0.476479280429745,True,False,False,False,False,0.23619991540908813,9696.7939453125
24,0.24,348576000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,22.340275655587252,269.74379789716824,-4.564517043750736,-0.2581637016991855,-0.008390585476352158,-0.07276674028069789,0.0733269310301958,2.0928280486278856,-1.7,0.0,0.06610679617323131,0.10789360674529305,-0.2677025193612166,0.04616879606005986,-1.1565573858286875,-0.43836717122519236,False,False,False,False,False,0.36536863446235657,9696.7978515625
25,0.249,348585000000,22.382759685323215,269.37741376872771,-4.5636888950229393,-0.25102171089137837,0.5,21.949028095904893,269.8145805143443,-4.572143701834213,-0.2595434798117803,-0.009517298185126422,-0.03974623145368809,0.06345352056643144,2.1003964921542386,-1.7,0.0,-0.23854192664810359,0.08142376010199037,-0.25030835312276545,-0.06652081006758316,0.7332501847333373,-0.3737886258494249,True,False,False,False,False,0.3805145025253296,9696.8017578125
