,TIMESTAMP,ROS_TIMESTAMP,I_RIP_X,I_RIP_Y,S_RIP_X,S_RIP_Y,S_RIP_Z,I_RCP_X,I_RCP_Y,S_RCP_X,S_RCP_Y,S_RCP_Z,S_RCO_A,S_RCO_B,S_RCO_G,S_RC_T_STEER,S_RC_T_LV_X,S_RC_TLV_X,S_RC_TLV_Y,S_RC_TLV_Z,S_RC_TAV_X,S_RC_TAV_Y,S_RC_TAV_Z,S_RCS_FLW,S_RCS_FRW,S_RCS_BLW,S_RCS_BRW,S_RCS_BL,S_RPW,S_REN
0,0.0,1035000000,43.956757372184363,364.29553715368314,-4.1431431311465037,-2.1012775273622442,0.5,44.03098106364747,364.44979035598215,-4.141696275562428,-2.104284412397312,-0.021978857374514438,-0.020783313872398564,0.004739466788851366,1.4493482023707798,-1.7,0.0,-0.00287119835702959,0.0007011555575950983,-0.026645456597270547,-0.011910565033562429,0.0483809823623509,0.008582557727964336,True,False,False,True,False,0.0,9.85844453680329e-05
1,0.009,1044000000,43.956757372184363,364.29553715368314,-4.1431431311465037,-2.1012775273622442,0.5,44.03085208616689,364.4503520636331,-4.1416987897433355,-2.104295361864193,-0.021986771950733813,-0.02065632749961702,0.004963561312562523,1.4493400674591228,-1.7,0.0,-0.002461866105101516,0.0019365107060589021,-0.028157519813293796,0.0053784279486040094,0.034358548071234486,0.010858509625668564,True,False,False,True,False,0.0,9.85844453680329e-05
2,0.021,1056000000,43.956757372184363,364.29553715368314,-4.1431431311465037,-2.1012775273622442,0.5,44.0307497715998,364.4506984267342,-4.141700784179341,-2.1043021135815643,-0.021991853683487272,-0.020624536160674507,0.005019813733125495,1.4493320295193606,-1.7,0.0,-0.0021253195486442755,0.0024288828626947215,-0.028548194328089475,0.025766922684302182,0.017782021589325996,0.011225359439062908,True,False,False,True,False,0.00014000502415001392,9.998449240811169e-05
3,0.03,1065000000,43.956757372184363,364.29553715368314,-4.1431431311465037,-2.1012775273622442,0.5,44.030805209208594,364.45075160663816,-4.141699703524199,-2.1043031502268654,-0.02199336349704964,-0.020706275013462182,0.004884424907473161,1.4493274820796538,-1.7,0.0,-0.001752427978786106,0.0027632540101819947,-0.02870864537421883,0.0409793331160559,0.005275232542408458,0.011508822670539787,True,False,False,True,False,0.00015652600268367678,0.00010154975461773574
4,0.039,1074000000,43.956757372184363,364.29553715368314,-4.1431431311465037,-2.1012775273622442,0.5,44.03101112616767,364.45062670966394,-4.1416956895483885,-2.1043007155879905,-0.02199455295726599,-0.02087938471289588,0.004597209113505266,1.4493253341824317,-1.7,0.0,-0.0013588476414434299,0.0031091766306352853,-0.028857554980137163,0.05613910077563575,-0.007180500820690109,0.011845197763369328,True,False,False,True,False,0.00016042671632021666,0.00010315402323612943
5,0.051,1086000000,43.956757372184363,364.29553715368314,-4.1431431311465037,-2.1012775273622442,0.5,44.030788058137226,364.4514455920058,-4.1417000378530755,-2.104316678206741,-0.02198100990338192,-0.020856713770633886,0.004612238934543454,1.4493058345406387,-1.7,0.0,-0.004016329651703462,-0.00046854966904639377,-0.02512376273820991,-0.020737376464739873,0.05959047905424162,0.0061041611205134814,True,False,True,True,False,0.0005089419428259134,0.00010824344644788653
6,0.06,1095000000,43.956757372184363,364.29553715368314,-4.1431431311465037,-2.1012775273622442,0.5,44.030492482038476,364.45237907312867,-4.1417057995704,-2.1043348747198567,-0.02198270504763994,-0.02062740853642998,0.0049982843017417605,1.4492900141728815,-1.7,0.0,-0.0028835791307664192,0.0012152679687574062,-0.027522915187585904,-0.015023661217504286,0.050921093930471034,0.009940147308409267,True,False,False,True,False,0.0,0.00010824344644788653
7,0.069,1104000000,43.956757372184363,364.29553715368314,-4.1431431311465037,-2.1012775273622442,0.5,44.03025007705574,364.45293820023755,-4.141710524813728,-2.104345773883773,-0.021989180668912367,-0.020471799927604627,0.0052654671386952075,1.4492814727688128,-1.7,0.0,-0.002687533934106507,0.0018391956458271629,-0.02823116223843556,0.0009004747358634796,0.038168142789055504,0.010719152911281494,True,False,False,True,False,7.121772796381265e-05,0.00010895562445512041
8,0.081,1116000000,43.956757372184363,364.29553715368314,-4.1431431311465037,-2.1012775273622442,0.5,44.03004527516234,364.4533736135519,-4.141714517053366,-2.104354261472747,-0.021992393136995442,-0.020402658488114962,0.005381779743592661,1.4492709912994155,-1.7,0.0,-0.002254367188687533,0.0022988456386574515,-0.02851081753843156,0.0213286958975217,0.0214259711289664,0.011052753451649192,True,False,False,True,False,0.00014314602594822645,0.00011038708180421963
9,0.09,1125000000,43.956757372184363,364.29553715368314,-4.1431431311465037,-2.1012775273622442,0.5,44.030053125732074,364.4534924546865,-4.141714364020817,-2.1043565780640647,-0.02199354206677706,-0.02045739017611476,0.005290737221231114,1.4492652488256301,-1.7,0.0,-0.0018567648279808398,0.0026407118385372826,-0.028665608846162448,0.03658643431352375,0.008887462798094081,0.011370658309497678,True,False,False,True,False,0.0001514284813310951,0.00011190136865479872
